"UserName","EventID","LogHost","LogonID","DomainName","ParentProcessName","ParentProcessID","ProcessName","Time","ProcessID","LogonTypeDescription","LogonType","Source","AuthenticationPackage","Destination","SubjectUserName","SubjectLogonID","SubjectDomainName","Status"
"Comp640974$","4688","Comp640974","0x3e7","Domain001","Proc210701","0x7e8","Proc381259.exe","5334793","0x101c","","","","","","","","",""
"User706736","4776","Comp793733","","Domain002","","","","5334793","","","","Comp793733","MICROSOFT_AUTHENTICATION_PACKAGE_V1_0","","","","","0x0"
"User706736","4648","Comp793733","0x3e7","Comp793733","","","Proc978997.exe","5334793","0x750","","","","","Comp457365","Comp793733$","0x3e7","Domain001",""
"User706736","4624","Comp793733","0x7e748c83","Comp793733","","","Proc978997.exe","5334793","0x750","NetworkClearText","8","Comp793733","MICROSOFT_AUTHENTICATION_PACKAGE_V1_0","","","","",""
"User706736","4672","Comp793733","0x7e748c83","Comp793733","","","","5334793","","","","","","","","","",""
"Comp697805$","4688","Comp697805","0x3e7","Domain001","svchost","0x78","dllhost.exe","5334793","0x2f9c","","","","","","","","",""
"Comp549125$","4688","Comp549125","0x3e7","Domain001","svchost","0x380","dllhost.exe","5334793","0xf10","","","","","","","","",""
"Comp168783$","4688","Comp168783","0x3e7","Domain001","svchost","0x388","dllhost.exe","5334793","0x624","","","","","","","","",""
"Comp940012$","4688","Comp940012","0x3e7","Domain001","svchost","0x2e8","dllhost.exe","5334793","0x83c","","","","","","","","",""
"EnterpriseAppServer$","4688","EnterpriseAppServer","0x3e7","Domain001","svchost","0x2ac","wmiprvse.exe","5334793","0x4a4","","","","","","","","",""
"Comp337265$","4688","Comp337265","0x3e7","Domain001","svchost","0x344","dllhost.exe","5334793","0x1eac","","","","","","","","",""
"Scanner","4634","Comp056180","0x97cdee22","Domain001","","","","5334793","","Network","3","","","","","","",""
"Scanner","4672","Comp056180","0x97cdf75f","Domain001","","","","5334793","","","","","","","","","",""
"Scanner","4624","Comp056180","0x97cdf75f","Domain001","","","","5334793","","Network","3","Comp953804","NTLM","","","","",""
"Scanner","4634","Comp056180","0x97cdf75f","Domain001","","","","5334793","","Network","3","","","","","","",""
"Scanner","4672","Comp056180","0x97cdf775","Domain001","","","","5334793","","","","","","","","","",""
"Scanner","4624","Comp056180","0x97cdf775","Domain001","","","","5334793","","Network","3","Comp953804","NTLM","","","","",""
"Scanner","4672","Comp056180","0x97cdf78c","Domain001","","","","5334793","","","","","","","","","",""
"Scanner","4624","Comp056180","0x97cdf78c","Domain001","","","","5334793","","Network","3","Comp953804","NTLM","","","","",""
"Scanner","4634","Comp056180","0x97cdf775","Domain001","","","","5334793","","Network","3","","","","","","",""
"Scanner","4634","Comp056180","0x97cdf78c","Domain001","","","","5334793","","Network","3","","","","","","",""
